,OFFER_PRICE,MATERIAL_COST,SERVICE_COST,COST_PRODUCT,ISIC,TECH_BP,TECH_C,TECH_E,TECH_EPS,TECH_F,TECH_FP,TECH_S,OFFER_STATUS
5625,3493.95,2091.0,1.0,0.0,8530.0,0,0,0,0,1,0,0,1
5626,4711.0,2214.0,405.53,0.0,2910.0,0,0,0,0,1,0,0,1
5627,6673.75,4059.0,355.3,0.0,2652.0,0,0,0,0,0,0,1,1
5628,50064.6,4080.0,27430.46,0.0,4322.0,0,1,0,0,0,0,0,0
5629,1368.9,1107.0,0.0,369.0,1200.0,0,0,0,0,1,0,0,1
5631,5267.7,1476.0,2549.13,0.0,4690.0,0,0,0,0,0,0,1,0
5632,5935.75,4059.0,256.84,1.0,6810.0,0,0,0,0,1,0,0,1
5633,2016.0,984.0,2.0,0.0,4719.0,0,0,0,0,1,0,0,1
5634,1405.8,816.0,16.38,0.0,4321.0,0,1,0,0,0,0,0,1
5636,1576.25,984.0,108.52,0.0,7020.0,0,0,0,0,1,0,0,1
5637,10246.0,3813.0,1952.06,365.05,8411.0,0,0,0,0,1,0,0,1
5638,2556.9,1230.0,205.61,58.86,6419.0,0,0,0,0,0,0,1,1
5639,3240.0,1476.0,531.48,0.0,8411.0,0,0,0,0,1,0,0,1
5640,2830.0,1476.0,1.0,0.0,9329.0,0,0,0,0,1,0,0,1
5642,7322.5,2992.0,2146.89,0.0,3100.0,0,0,0,0,1,0,0,1
5643,2802.5,1326.0,155.39,0.0,4322.0,0,1,0,0,0,0,0,1
5645,17256.0,7385.0,4562.16,0.0,8610.0,0,0,0,0,1,0,0,1
5646,5091.8,1785.0,1458.19,0.0,9529.0,0,1,0,0,0,0,0,0
5647,7008.45,1122.0,3688.51,0.0,4322.0,0,1,0,0,0,0,0,1
5648,5828.4,1734.0,1703.94,0.0,7210.0,0,1,0,0,0,0,0,1
5649,7566.8,3198.0,2764.04,0.0,2813.0,0,0,0,0,1,0,0,1
5650,5136.3,1845.0,2357.75,0.0,4321.0,0,0,0,0,1,0,0,1
5651,8881.1,3876.0,1942.65,0.0,6512.0,0,1,0,0,0,0,0,1
5652,1884.8,1107.0,12.05,0.0,8411.0,0,0,0,0,0,0,1,1
5653,10899.0,7242.0,0.0,0.0,6820.0,0,1,0,0,0,0,0,1
5654,3554.0,2214.0,29.01,9.01,2100.0,0,0,0,0,1,0,0,1
5656,15374.9,3366.0,4497.12,0.0,6820.0,0,1,0,0,0,0,0,1
5657,10802.6,4544.0,2422.63,2300.0,4322.0,0,1,0,0,0,0,0,0
5658,14643.5,5805.0,4207.01,1561.95,4321.0,0,0,0,0,1,0,0,1
5659,5230.0,2581.0,391.32,1721.0,8110.0,0,0,0,0,1,0,0,1
5660,17944.75,0.0,13186.27,0.0,4321.0,1,0,0,0,0,0,0,0
5661,1859.0,1353.0,166.68,0.0,5275.093193332244,0,0,0,0,0,0,1,1
5662,29848.25,7854.0,9733.52,0.0,2652.0,0,1,0,0,0,0,0,0
5663,2436.0,0.0,845.68,0.0,4322.0,1,0,0,0,0,0,0,0
5664,5496.0,2091.0,1028.34,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5665,1813.75,1353.0,0.0,0.0,3211.0,0,0,0,0,1,0,0,1
5666,8800.0,3567.0,3154.03,0.0,2652.0,0,0,0,0,1,0,0,1
5667,1020.0,738.0,0.0,0.0,4321.0,0,0,0,0,1,0,0,0
5672,8392.0,5043.0,0.0,0.0,2100.0,0,0,0,0,1,0,0,1
5673,2549.0,510.0,593.97,0.0,8610.0,0,1,0,0,0,0,0,1
5674,6142.2,3075.0,1179.39,0.0,4321.0,0,0,0,0,1,0,0,1
5675,4390.0,2214.0,674.48,0.0,6020.0,0,0,0,0,0,0,1,1
5676,1067.0,877.5,0.0,0.0,4659.0,0,0,0,0,0,1,0,0
5677,4756.9,0.0,4099.48,0.0,4659.0,0,0,0,0,0,1,0,0
5678,2013.25,1107.0,109.58,0.0,8422.0,0,0,0,0,1,0,0,1
5679,1360.0,816.0,0.0,0.0,2100.0,0,1,0,0,0,0,0,0
5680,8345.1,3579.0,1667.58,2056.46,6419.0,0,0,0,0,0,0,1,1
5681,1531.45,1599.0,0.0,0.0,6820.0,0,0,0,0,1,0,0,1
5682,16500.0,10098.0,0.0,0.0,4711.0,0,1,0,0,0,0,0,1
5683,12700.75,4059.0,5214.26,0.0,6820.0,0,0,0,0,1,0,0,1
5684,6246.0,3198.0,395.52,0.0,0.0,0,0,0,0,1,0,0,1
5685,6928.0,2706.0,1651.02,705.01,8411.0,0,0,0,0,0,0,1,1
5686,4753.15,2706.0,639.6,0.0,7110.0,0,0,0,0,1,0,0,1
5687,4610.0,2460.0,337.24,0.0,2029.0,0,0,0,0,0,0,1,1
5688,1520.0,861.0,1.0,0.0,8413.0,0,0,0,0,1,0,0,1
5689,1060.0,0.0,742.0,0.0,5275.093193332244,0,0,0,0,0,0,1,0
5690,3500.0,2091.0,0.0,0.0,9499.0,0,0,0,0,1,0,0,1
5691,13950.0,8370.0,0.0,0.0,1629.0,0,0,0,0,1,0,0,0
5692,2383.8,1722.0,228.47,0.0,2652.0,0,0,0,0,1,0,0,1
5693,17800.8,5166.0,9642.52,0.0,6419.0,0,0,0,0,0,0,1,1
5694,23667.75,14022.0,3243.6,2793.6,1410.0,0,0,0,0,0,0,1,1
5695,1650.0,1215.0,0.0,0.0,7110.0,0,0,0,0,1,0,0,0
5696,11360.0,123.0,7417.04,0.0,4912.0,0,0,0,0,0,0,1,1
5697,6733.0,3198.0,416.84,0.0,4321.0,0,0,0,0,1,0,0,1
5698,16697.0,5166.0,4219.98,236.22,4711.0,0,0,0,0,1,0,0,1
5699,4140.0,2460.0,260.98,0.0,5275.093193332244,0,0,0,0,0,0,1,1
5700,39885.0,12285.0,16129.84,0.0,2420.0,0,0,0,0,0,1,0,0
5701,10500.0,3191.0,4481.22,1100.0,8610.0,0,0,0,0,1,0,0,1
5702,27316.5,11209.0,10467.77,10899.009999999998,2100.0,0,0,0,0,1,0,0,1
5703,5205.0,2460.0,1320.35,0.0,4321.0,0,0,0,0,1,0,0,1
5704,3053.5,1845.0,128.15,0.0,2750.0,0,0,0,0,0,0,1,0
5705,2516.3,3567.0,0.0,0.0,4390.0,0,0,0,0,1,0,0,0
5706,6507.0,2460.0,1106.29,702.07,6530.0,0,0,0,0,0,0,1,1
5708,3406.0,1173.0,704.96,0.0,6820.0,0,1,0,0,0,0,0,1
5710,1557.0,1230.0,81.7,0.0,7490.0,0,0,0,0,1,0,0,1
5711,23610.4,11808.0,9433.97,9400.17,8730.0,0,0,0,0,1,0,0,1
5712,3593.4,714.0,1359.23,0.0,8730.0,0,1,0,0,0,0,0,1
5713,9251.1,3813.0,2669.23,781.38,3510.0,0,0,0,0,1,0,0,1
5714,1373.0,984.0,0.0,0.0,8411.0,0,0,0,0,1,0,0,1
5715,1864.0,738.0,472.29,0.0,5275.093193332244,0,0,0,0,0,0,1,0
5716,11900.0,0.0,8330.0,0.0,4322.0,0,1,0,0,0,0,0,1
5717,3933.0,2706.0,76.71,0.0,8610.0,0,0,0,0,1,0,0,1
5718,6161.0,2706.0,1258.41,781.38,7110.0,0,0,0,0,1,0,0,1
5719,4933.0,2829.0,149.96,0.0,6190.0,0,0,0,0,1,0,0,1
5720,1728.0,738.0,411.65,0.0,4100.0,0,0,0,0,1,0,0,1
5721,2780.0,0.0,2000.0,0.0,9491.0,0,0,0,0,1,0,0,1
5722,9450.75,3198.0,2635.43,0.0,6020.0,0,0,0,0,1,0,0,1
5723,2545.8,1476.0,0.83,0.0,2100.0,0,0,0,0,1,0,0,1
5724,19330.0,9363.6,2613.31,0.0,5275.093193332244,0,1,0,0,0,0,0,1
5725,12675.0,6888.0,1026.56,0.0,6419.0,0,0,0,0,0,0,1,1
5726,13206.6,3198.0,3415.21,0.0,4620.0,0,0,0,0,1,0,0,1
5727,47248.7,27961.0,35806.21,11257.52,4321.0,0,0,0,0,1,0,0,1
5728,13620.3,2244.0,5817.4,0.0,4322.0,0,1,0,0,0,0,0,0
5729,26134.15,15498.0,4231.49,2508.54,6311.0,0,0,0,0,0,0,1,1
5730,6697.5,2091.0,3338.27,238.42,8411.0,0,0,0,0,1,0,0,1
5731,42242.7,3198.0,30630.5,235.76,6810.0,0,0,0,0,0,0,1,1
5733,1707.55,1476.0,0.0,0.0,6810.0,0,0,0,0,0,0,1,1
5734,2143.85,984.0,207.32,0.0,2652.0,0,0,0,0,1,0,0,1
5735,7995.0,2952.0,2566.4,0.0,4711.0,0,0,0,0,1,0,0,1
5736,11325.0,0.0,7550.0,0.0,6419.0,0,0,0,0,0,0,1,1
5737,5269.0,2583.0,998.34,0.0,8610.0,0,0,0,0,1,0,0,1
5738,41635.2,12118.0,16885.15,4625.07,9609.0,0,0,0,0,1,0,0,1
5739,1870.0,1230.0,75.36,0.0,1709.0,0,0,0,0,1,0,0,0
5740,9289.0,1530.0,1839.38,0.0,7010.0,0,1,0,0,0,0,0,0
5741,6770.0,4960.0,0.0,0.0,2652.0,0,0,0,0,1,0,0,1
5742,1590.0,492.0,412.0,0.0,2732.0,0,0,0,0,1,0,0,1
5743,3632.0,1584.0,702.5,600.0,8530.0,0,0,0,0,0,0,1,1
5744,54468.0,29028.0,43380.79,7620.08,4321.0,0,0,0,0,1,0,0,1
5745,1093.0,615.0,150.0,0.0,4321.0,0,0,0,0,1,0,0,0
5746,8000.0,4500.0,0.0,4500.0,4390.0,0,0,0,0,0,0,1,1
5747,2304.0,369.0,408.94,0.0,6430.0,0,0,0,0,1,0,0,1
5748,13090.0,3567.0,5614.82,90.0,8530.0,0,0,0,0,0,0,1,0
5749,5210.0,1722.0,1195.02,0.0,7210.0,0,0,0,0,1,0,0,1
5750,2202.0,816.0,680.0,0.0,8121.0,0,1,0,0,0,0,0,0
5751,2990.2,1353.0,831.32,330.0,4321.0,0,0,0,0,1,0,0,0
5752,3509.3,1476.0,772.66,0.0,8530.0,0,0,0,0,1,0,0,1
5753,12543.75,0.0,5148.62,0.0,5275.093193332244,1,0,0,0,0,0,0,0
5754,45905.8,9102.0,28632.55,2.0,2813.0,0,0,0,0,1,0,0,1
5755,20732.3,11931.0,5772.52,0.0,2652.0,0,0,0,0,1,0,0,1
5757,2911.0,1722.0,847.19,0.0,5510.0,0,0,0,0,1,0,0,1
5759,10675.05,1632.0,4810.67,0.0,7110.0,0,1,0,0,0,0,0,0
5761,29230.05,5100.0,13101.87,0.0,4322.0,0,1,0,0,0,0,0,0
5762,5540.9,2337.0,1256.37,781.38,4649.0,0,0,0,0,1,0,0,1
5763,1422.0,0.0,928.59,0.0,4690.0,0,0,0,0,0,0,1,1
5764,6226.0,3120.0,895.88,0.0,8610.0,0,0,0,0,1,0,0,0
5765,3862.5,2091.0,325.56,0.0,4321.0,0,0,0,0,1,0,0,1
5767,3078.0,1968.0,64.97,0.0,4321.0,0,0,0,0,1,0,0,1
5768,4385.0,1230.0,1335.03,0.0,2100.0,0,0,0,0,1,0,0,0
5769,3675.0,1476.0,729.93,0.0,6820.0,0,0,0,0,1,0,0,1
5771,6000.0,1230.0,3107.63,0.0,5275.093193332244,0,0,0,0,0,0,1,1
5772,32460.0,10010.0,9058.34,0.0,5510.0,0,0,0,0,1,0,0,1
5774,31850.0,11193.0,20694.23,0.0,4771.0,0,0,0,0,1,0,0,1
5775,5964.0,1845.0,1450.79,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5777,4876.2,1722.0,1307.93,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5778,3260.0,984.0,1329.12,0.0,2733.0,0,0,0,0,1,0,0,1
5779,19897.0,8733.0,2806.73,0.0,6810.0,0,0,0,0,1,0,0,1
5780,7646.0,3598.0,1514.83,1642.72,6419.0,0,0,0,0,0,0,1,1
5781,3599.1,2583.0,144.59,144.59,8411.0,0,0,0,0,0,0,1,0
5782,2625.0,1845.0,0.0,0.0,6311.0,0,0,0,0,0,0,1,1
5783,2767.5,1826.0,0.0,500.0,8299.0,0,1,0,0,0,0,0,1
5784,1356.35,861.0,165.79,0.0,2652.0,0,0,0,0,1,0,0,1
5785,14097.1,6396.0,2853.89,2499.45,2100.0,0,0,0,0,0,0,1,1
5786,6722.2,3936.0,466.32,1.0,9609.0,0,0,0,0,1,0,0,1
5787,4071.0,1722.0,543.56,0.0,4659.0,0,0,0,0,1,0,0,1
5789,1732.0,492.0,1146.6,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5790,19962.0,7626.0,3826.78,0.0,4630.0,0,0,0,0,1,0,0,1
5791,6640.0,3760.0,0.0,0.0,6430.0,0,1,0,0,0,0,0,0
5792,5487.3,3399.0,461.76,1800.0,4711.0,0,0,0,0,1,0,0,1
5793,1440.0,738.0,346.34,0.0,6820.0,0,0,0,0,0,0,1,1
5795,2114.0,984.0,456.13,0.0,8710.0,0,0,0,0,1,0,0,1
5796,1910.2,306.0,449.19,0.0,4322.0,0,1,0,0,0,0,0,1
5797,8620.0,1353.0,4165.09,0.0,6820.0,0,0,0,0,0,0,1,0
5799,12445.0,2346.0,5950.0,0.0,2819.0,0,1,0,0,0,0,0,1
5800,9088.5,3198.0,3574.72,0.0,4321.0,0,0,0,0,1,0,0,0
5801,17110.0,6765.0,2890.2,186.72,4911.0,0,0,0,0,1,0,0,1
5802,4720.0,2460.0,710.6,0.0,2710.0,0,0,0,0,0,0,1,1
5803,7704.8,3321.0,2522.57,0.0,6419.0,0,0,0,0,0,0,1,1
5804,12164.85,2448.0,5023.24,0.0,4322.0,0,1,0,0,0,0,0,0
5805,20550.35,5904.0,8023.25,0.0,6420.0,0,0,0,0,0,0,1,1
5806,5491.0,3625.0,0.0,2200.0,5275.093193332244,0,0,0,0,0,0,1,1
5807,51986.0,28167.0,12741.27,3667.59,8413.0,0,0,0,0,0,0,1,1
5810,13175.2,4182.0,3536.65,2168.12,5275.093193332244,0,0,0,0,0,0,1,0
5811,2704.0,738.0,1090.0,0.0,5275.093193332244,0,0,0,0,0,0,1,1
5812,51640.0,19630.0,9373.77,0.0,6311.0,0,0,0,0,1,0,0,1
5813,4603.0,1632.0,714.75,0.0,2710.0,0,1,0,0,0,0,0,0
5815,5931.8,1415.0,2611.89,185.0,8411.0,0,0,0,0,1,0,0,1
5816,6910.0,938.4,2975.6,0.0,4322.0,0,1,0,0,0,0,0,1
5817,13130.0,6534.0,2897.4,1652.72,6209.0,0,0,0,0,1,0,0,1
5818,3515.55,1691.3,664.01,875.3,4322.0,0,1,0,0,0,0,0,0
5819,2745.5,984.0,390.0,390.0,5222.0,0,0,0,0,1,0,0,1
5820,2160.0,0.0,930.0,0.0,9102.0,0,0,0,0,0,0,1,1
5821,49882.8,14709.0,23431.0,737.38,8610.0,0,0,0,0,1,0,0,1
5822,7782.6,2583.0,2873.44,0.0,2813.0,0,0,0,0,1,0,0,1
5824,20921.7,0.0,13321.58,0.0,2790.0,1,0,0,0,0,0,0,0
5825,19435.0,3690.0,8650.83,274.38,7110.0,0,0,0,0,1,0,0,0
5826,1000.0,738.0,0.0,0.0,2100.0,0,0,0,0,1,0,0,0
5827,5526.0,2706.0,1044.66,0.0,9609.0,0,0,0,0,1,0,0,1
5828,4103.7,738.0,2322.45,0.0,4719.0,0,0,0,0,1,0,0,0
5829,15930.0,11931.0,0.0,0.0,5510.0,0,0,0,0,1,0,0,0
5830,15100.0,5298.0,4000.0,1248.0,5275.093193332244,0,0,0,0,1,0,0,1
5831,3429.35,0.0,1425.26,0.0,4322.0,0,1,0,0,0,0,0,1
5832,9229.6,4059.0,3290.45,2327.87,8411.0,0,0,0,0,1,0,0,1
5833,5804.0,2460.0,1968.53,1265.28,5275.093193332244,0,0,0,0,1,0,0,1
5834,2370.0,510.0,1000.0,0.0,6820.0,0,1,0,0,0,0,0,1
5835,3536.85,2337.0,216.0,216.0,8411.0,0,0,0,0,1,0,0,0
5836,9327.5,3763.0,1330.1,0.0,7110.0,0,0,0,0,1,0,0,1
5837,18278.5,3162.0,9204.7,0.0,5275.093193332244,0,1,0,0,0,0,0,1
5838,4780.4,1968.0,1551.62,148.9,8413.0,0,0,0,0,1,0,0,1
5840,7530.0,0.0,4722.46,0.0,2593.0,0,0,0,0,0,1,0,0
5841,3043.0,1353.0,584.39,0.0,2670.0,0,0,0,0,0,0,1,1
5842,4887.0,1722.0,895.86,0.0,8610.0,0,0,0,0,1,0,0,0
5843,2550.0,918.0,608.95,0.0,4322.0,0,1,0,0,0,0,0,1
5844,5813.05,1476.0,2770.47,0.0,7110.0,0,0,0,0,0,0,1,0
5845,1699.6,984.0,712.5,0.0,7110.0,0,0,0,0,1,0,0,1
5846,12131.0,5658.0,2188.0,841.76,8710.0,0,0,0,0,1,0,0,1
5847,28663.25,11562.0,19182.13,6367.33,4321.0,0,0,0,0,1,0,0,1
5848,54644.0,20514.0,22135.27,21592.100000000002,9329.0,0,0,0,0,1,0,0,1
5849,9625.1,3607.0,1695.13,0.0,4321.0,0,0,0,0,1,0,0,1
5850,16473.6,4797.0,5371.78,0.0,8610.0,0,0,0,0,1,0,0,1
5851,8892.2,1530.0,2589.0,0.0,4322.0,0,1,0,0,0,0,0,0
5852,9270.0,4920.0,671.61,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5853,1678.85,459.0,512.94,0.0,4322.0,0,1,0,0,0,0,0,0
5855,1432.0,984.0,0.0,0.0,8411.0,0,0,0,0,1,0,0,1
5856,5626.6,2091.0,1658.64,1240.64,8411.0,0,0,0,0,0,0,1,1
5857,2952.75,1880.0,58.36,650.0,8129.0,0,0,0,0,1,0,0,1
5858,5972.0,1230.0,1566.68,0.0,2310.0,0,0,0,0,1,0,0,0
5859,8333.0,1599.0,4158.28,0.0,8413.0,0,0,0,0,1,0,0,1
5860,8376.0,3198.0,2646.56,2189.46,7110.0,0,0,0,0,1,0,0,1
5861,6388.15,1845.0,2808.77,1.0,7110.0,0,0,0,0,1,0,0,1
5862,1928.0,984.0,110.58,0.0,2100.0,0,0,0,0,1,0,0,1
5863,13603.4,3321.0,6846.67,0.0,2733.0,0,0,0,0,0,0,1,1
5864,7674.8,3444.0,1588.37,940.71,5275.093193332244,0,0,0,0,0,0,1,1
5865,1316.0,738.0,0.0,0.0,4759.0,0,0,0,0,1,0,0,1
5866,20820.9,2952.0,10176.42,0.0,8610.0,0,0,0,0,1,0,0,1
5867,6678.45,2214.0,564.85,118.02,8411.0,0,0,0,0,0,0,1,1
5870,4077.0,2460.0,134.31,118.02,4661.0,0,0,0,0,0,0,1,1
5871,1453.2,984.0,0.0,0.0,2652.0,0,0,0,0,1,0,0,0
5872,32710.0,10665.0,12303.9,0.0,4911.0,0,0,0,0,1,0,0,1
5873,6160.0,2583.0,1211.78,0.0,6820.0,0,0,0,0,1,0,0,1
5874,7356.5,1476.0,2430.6,1.0,5510.0,0,0,0,0,1,0,0,1
5875,15899.2,5067.0,6151.44,59.01,8411.0,0,0,0,0,0,0,1,1
5876,9600.7,2706.0,2726.35,958.51,4321.0,0,0,0,0,1,0,0,1
5877,18620.0,3936.0,6777.44,1080.0,4321.0,0,0,0,0,1,0,0,1
5878,8662.0,2829.0,5564.36,368.69,8411.0,0,0,0,0,1,0,0,1
5879,5600.0,1632.0,1212.68,0.0,9499.0,0,1,0,0,0,0,0,1
5880,15850.0,8118.0,3033.28,0.0,0.0,0,0,0,0,0,0,1,1
5881,3136.0,1476.0,213.18,177.03,9329.0,0,0,0,0,0,0,1,1
5882,4543.0,2460.0,110.58,0.0,8530.0,0,0,0,0,1,0,0,1
5883,1615.2,816.0,143.05,0.0,2652.0,0,1,0,0,0,0,0,1
5884,16222.0,2952.0,8093.32,0.0,3510.0,0,0,0,0,0,0,1,1
5885,4335.0,2829.0,0.0,0.0,6820.0,0,0,0,0,0,0,1,1
5886,3818.0,2460.0,0.0,0.0,6820.0,0,0,0,0,0,0,1,1
5887,34354.7,11808.0,16343.29,7023.46,7020.0,0,0,0,0,1,0,0,1
5888,5457.0,2460.0,685.88,0.0,4321.0,0,0,0,0,1,0,0,0
5889,5120.5,1326.0,1641.55,0.0,6820.0,0,1,0,0,0,0,0,1
5890,28501.2,0.0,15600.0,0.0,4711.0,0,1,0,0,0,0,0,0
5891,4095.0,1845.0,735.15,12.39,2819.0,0,0,0,0,1,0,0,1
5892,2170.0,1230.0,27.69,27.69,2029.0,0,0,0,0,1,0,0,1
5893,2987.0,1230.0,698.56,1.0,4711.0,0,0,0,0,1,0,0,1
5894,4420.95,984.0,2295.7,0.0,6020.0,0,0,0,0,0,0,1,1
5895,4166.0,2337.0,519.38,0.0,8129.0,0,0,0,0,0,0,1,1
5896,1103.6,204.0,181.04,0.0,6810.0,0,1,0,0,0,0,0,1
5897,3926.0,1353.0,818.2,0.0,4321.0,0,0,0,0,1,0,0,1
5900,3928.0,1476.0,742.46,1.0,8412.0,0,0,0,0,1,0,0,1
5901,25224.75,10332.0,13310.51,11810.050000000001,7490.0,0,0,0,0,1,0,0,1
5902,1135.0,492.0,211.52,0.0,7490.0,0,0,0,0,1,0,0,1
5903,19962.9,7011.0,8862.78,2795.56,4321.0,0,0,0,0,1,0,0,1
5904,1385.0,738.0,128.0,0.0,4520.0,0,0,0,0,0,0,1,1
5905,1234.0,492.0,276.0,0.0,6810.0,0,0,0,0,0,0,1,1
5906,17165.55,3570.0,7166.59,0.0,0.0,0,1,0,0,0,0,0,1
5907,3719.2,1020.0,1326.42,0.0,4322.0,0,1,0,0,0,0,0,0
5908,11515.0,2460.0,5786.68,0.0,8610.0,0,0,0,0,0,0,1,0
5909,8980.0,4660.0,240.64,3040.0,1071.0,0,0,0,0,1,0,0,1
5910,16696.25,7257.0,2981.69,0.0,0.0,0,0,0,0,1,0,0,1
5911,9318.3,2460.0,3936.38,0.0,6430.0,0,0,0,0,1,0,0,0
5912,8980.0,4660.0,240.64,3040.0,1071.0,0,0,0,0,1,0,0,1
5913,8419.4,2952.0,1892.14,0.0,4321.0,0,0,0,0,1,0,0,1
5914,1521.0,1230.0,0.0,0.0,9499.0,0,0,0,0,0,0,1,1
5915,14500.0,5904.0,3958.9,0.0,7110.0,0,0,0,0,0,0,1,1
5916,10525.85,2907.0,3664.48,0.0,2652.0,0,1,0,0,0,0,0,0
5917,26072.05,4920.0,14052.39,0.0,5224.0,0,0,0,0,0,0,1,1
5919,2776.0,1107.0,399.67,0.0,2790.0,0,0,0,0,1,0,0,1
5920,2316.8,816.0,609.87,0.0,4322.0,0,1,0,0,0,0,0,0
5921,9283.75,0.0,5624.09,0.0,3510.0,1,0,0,0,0,0,0,0
5923,7397.0,2829.0,2244.27,1886.8000000000002,2733.0,0,0,0,0,1,0,0,1
5924,26643.15,306.0,15061.33,0.0,4649.0,0,1,0,0,0,0,0,0
5925,1884.95,861.0,338.55,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5926,3494.0,1722.0,425.46,0.0,4100.0,0,0,0,0,1,0,0,1
5927,13270.0,3936.0,7600.0,0.0,8413.0,0,0,0,0,1,0,0,1
5928,11532.95,3444.0,3242.39,348.77,8413.0,0,0,0,0,1,0,0,1
5929,2734.2,1676.0,0.0,200.0,610.0,0,0,0,0,0,0,1,1
5930,2226.4,1353.0,196.55,137.21,2652.0,0,0,0,0,0,0,1,1
5931,4377.85,0.0,3816.36,0.0,4659.0,0,0,0,0,0,1,0,0
5933,4467.0,861.0,1476.0,0.0,4390.0,0,0,0,0,0,0,1,1
5934,3101.5,1722.0,1.0,1.0,6820.0,0,0,0,0,1,0,0,1
5935,5875.3,867.0,2650.4,0.0,4322.0,0,1,0,0,0,0,0,1
5936,12800.0,3345.0,13382.4,1500.0,8710.0,0,0,0,0,1,0,0,1
5937,2734.2,1676.0,0.0,200.0,610.0,0,0,0,0,0,0,1,1
5938,2734.2,1676.0,0.0,200.0,610.0,0,0,0,0,0,0,1,1
5939,1584.0,612.0,380.0,0.0,8610.0,0,1,0,0,0,0,0,1
5940,2734.2,1676.0,0.0,200.0,610.0,0,0,0,0,0,0,1,1
5941,32862.45,11016.0,11438.55,0.0,3510.0,0,1,0,0,0,0,0,0
5942,4540.0,1968.0,672.77,551.54,6820.0,0,0,0,0,0,0,1,1
5943,1743.25,861.0,252.91,0.0,8411.0,0,0,0,0,1,0,0,1
5944,7116.7,738.0,4010.0,0.0,4390.0,0,0,0,0,0,0,1,1
5945,2239.9,738.0,795.0,0.0,4321.0,0,0,0,0,0,0,1,1
5946,24545.15,7749.0,11580.98,10424.310000000001,8411.0,0,0,0,0,1,0,0,1
5947,4763.2,2061.0,561.0,1201.0,8299.0,0,0,0,0,1,0,0,1
5948,2034.0,612.0,569.95,0.0,2825.0,0,1,0,0,0,0,0,1
5949,20097.3,4059.0,7625.47,2748.46,4321.0,0,0,0,0,1,0,0,1
5950,1635.25,612.0,227.15,0.0,8129.0,0,1,0,0,0,0,0,1
5951,6290.9,2583.0,526.54,0.0,8411.0,0,0,0,0,0,0,1,0
5952,19560.4,5304.0,6647.9,0.0,4322.0,0,1,0,0,0,0,0,1
5953,22360.0,0.0,23042.41,0.0,5275.093193332244,0,0,0,0,1,0,0,1
5954,28000.0,12094.0,5346.2,2500.0,9609.0,0,0,0,0,1,0,0,1
5955,2269.8,861.0,687.36,0.0,4771.0,0,0,0,0,1,0,0,1
5956,4772.2,2583.0,101.18,0.0,7110.0,0,0,0,0,1,0,0,1
5958,4685.7,2952.0,0.0,0.0,9499.0,0,0,0,0,0,0,1,1
5959,3977.0,1480.0,697.57,250.0,2822.0,0,0,0,0,1,0,0,1
5960,32996.3,15990.0,7914.03,2726.53,7110.0,0,0,0,0,0,0,1,1
5961,9429.0,2460.0,3532.58,0.0,6619.0,0,0,0,0,1,0,0,1
5962,1354.0,984.0,0.0,0.0,6420.0,0,0,0,0,0,0,1,1
5963,1770.0,861.0,109.58,0.0,4321.0,0,0,0,0,1,0,0,1
5964,3001.0,1476.0,232.59,148.59,4711.0,0,0,0,0,0,0,1,1
5965,46987.1,10455.0,23491.64,0.0,7110.0,0,0,0,0,0,0,1,1
5966,2184.5,984.0,303.36,0.0,2029.0,0,0,0,0,1,0,0,1
5967,1893.0,615.0,639.24,0.0,8422.0,0,0,0,0,1,0,0,1
5968,4642.65,2214.0,986.22,111.51,0.0,0,0,0,0,1,0,0,1
5969,1888.5,50.0,1558.35,50.0,7020.0,0,0,0,0,1,0,0,0
5970,2180.0,1353.0,0.0,0.0,8110.0,0,0,0,0,0,0,1,1
5971,3658.05,765.0,1912.22,0.0,5275.093193332244,0,1,0,0,0,0,0,1
5972,3977.6,2040.0,974.46,0.0,8610.0,0,1,0,0,0,0,0,0
5973,2246.0,1107.0,165.91,58.94,5275.093193332244,0,0,0,0,0,0,1,1
5974,3135.0,2583.0,0.0,0.0,4100.0,0,0,0,0,1,0,0,1
5975,6381.4,2214.0,1960.7,0.0,8710.0,0,0,0,0,1,0,0,1
5976,10935.0,4305.0,3013.81,37.17,5510.0,0,0,0,0,1,0,0,1
5977,3782.0,0.0,2166.23,0.0,2733.0,1,0,0,0,0,0,0,0
5978,49998.0,12205.0,26045.54,6400.0,1200.0,0,0,0,0,1,0,0,1
5979,11324.0,0.0,9263.3,0.0,4321.0,1,0,0,0,0,0,0,0
5980,24592.5,10701.0,6428.02,4078.19,4711.0,0,0,0,0,0,0,1,0
5981,3256.0,1599.0,331.84,0.0,7911.0,0,0,0,0,1,0,0,1
5982,12274.75,5174.0,3061.73,1207.42,8413.0,0,0,0,0,1,0,0,1
5983,1746.5,984.0,199.76,2.0,2829.0,0,0,0,0,1,0,0,1
5984,6063.2,1254.0,2971.26,0.0,2652.0,0,0,0,0,1,0,0,1
5986,2971.0,1353.0,338.88,0.0,8129.0,0,0,0,0,1,0,0,1
